Rate	34.48
RJ Local Transform Add / Remove	34.48
Local Transform Move	3.45
Local Transform Change Scale	27.59
Rate Tried	% Accepted	RJ Local Transform Add / Remove Tried	% Accepted	Local Transform Move Tried	% Accepted	Local Transform Change Scale Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Alpha 2 - Dev	Alpha 2 - Tried	Alpha 2 - Accepted	Sigma^2 1 - Dev	Sigma^2 1 - Tried	Sigma^2 1 - Accepted	Sigma^2 2 - Dev	Sigma^2 2 - Tried	Sigma^2 2 - Accepted	VarRates - Dev	VarRates - Tried	VarRates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
6709	0.275749	6978	0.059473	691	0.334298	5622	0.284240	0.190106	1782	0.340067	0.249061	1770	0.295480	0.000017	1623	0.250154	0.000031	1534	0.205346	43.973571	5622	0.284240	0.204700	0.212020	
6597	0.254206	7029	0.062598	702	0.346154	5672	0.312764	0.190106	1816	0.323238	0.249061	1807	0.266740	0.000017	1648	0.237864	0.000041	1326	0.162896	43.973571	5672	0.312764	0.206700	0.212017	
6823	0.305437	7001	0.061705	670	0.365672	5506	0.305848	0.190106	1721	0.338757	0.249061	1732	0.322748	0.000017	1695	0.265487	0.000021	1675	0.293731	43.973571	5506	0.305848	0.222250	0.212022	
6780	0.270206	7021	0.060533	717	0.364017	5482	0.273440	0.190106	1749	0.319039	0.249061	1741	0.288340	0.000017	1757	0.266932	0.000041	1533	0.197652	43.973571	5482	0.273440	0.200850	0.212017	
6715	0.263440	6959	0.062078	698	0.299427	5628	0.287313	0.190106	1775	0.291268	0.249061	1788	0.306488	0.000017	1664	0.244591	0.000035	1488	0.199597	43.973571	5628	0.287313	0.201350	0.212012	
6810	0.277239	6969	0.072177	697	0.329986	5524	0.303041	0.190106	1712	0.308411	0.249061	1754	0.290194	0.000017	1650	0.267879	0.000028	1694	0.241440	43.973571	5524	0.303041	0.214750	0.212013	
6639	0.259226	7122	0.068660	688	0.398256	5551	0.292740	0.190106	1791	0.291457	0.249061	1792	0.294085	0.000017	1614	0.246592	0.000040	1442	0.190014	43.973571	5551	0.292740	0.205450	0.212010	
6672	0.261691	7036	0.060119	706	0.330028	5586	0.299320	0.190106	1730	0.300578	0.249061	1744	0.264908	0.000017	1612	0.245037	0.000029	1586	0.232661	43.973571	5586	0.299320	0.203700	0.212006	
6590	0.248558	7120	0.071348	714	0.369748	5576	0.294297	0.190106	1796	0.290089	0.249061	1754	0.291334	0.000017	1609	0.234929	0.000040	1431	0.159329	43.973571	5576	0.294297	0.202550	0.212001	
6880	0.258285	6880	0.057122	719	0.364395	5521	0.264264	0.190106	1815	0.302479	0.249061	1809	0.260365	0.000017	1642	0.267966	0.000036	1614	0.196406	43.973571	5521	0.264264	0.194550	0.211993	
6835	0.276225	7019	0.066676	660	0.387879	5486	0.305687	0.190106	1741	0.306146	0.249061	1719	0.315881	0.000017	1711	0.258328	0.000028	1664	0.222356	43.973571	5486	0.305687	0.214450	0.211994	
6534	0.256045	7046	0.065001	726	0.359504	5694	0.308219	0.190106	1782	0.291807	0.249061	1755	0.263818	0.000017	1634	0.262546	0.000040	1363	0.191489	43.973571	5694	0.308219	0.207350	0.211992	
6548	0.233965	6976	0.060493	716	0.326816	5760	0.310243	0.190106	1765	0.261756	0.249061	1799	0.257365	0.000017	1508	0.213528	0.000029	1476	0.193089	43.973571	5760	0.310243	0.198750	0.211986	
6770	0.266027	6889	0.061547	694	0.283862	5647	0.301576	0.190106	1819	0.297416	0.249061	1742	0.280712	0.000017	1613	0.241166	0.000024	1596	0.239348	43.973571	5647	0.301576	0.206250	0.211983	
6748	0.266598	6931	0.068533	737	0.408412	5584	0.277579	0.190106	1799	0.307949	0.249061	1803	0.301719	0.000017	1700	0.244706	0.000040	1446	0.197095	43.973571	5584	0.277579	0.206250	0.211981	
6476	0.262199	7053	0.071743	713	0.396914	5758	0.302709	0.190106	1761	0.328223	0.249061	1747	0.329136	0.000017	1609	0.208204	0.000039	1359	0.154525	43.973571	5758	0.302709	0.211500	0.211980	
6558	0.246112	7037	0.068211	713	0.353436	5692	0.300070	0.190106	1786	0.300112	0.249061	1755	0.272934	0.000017	1564	0.212916	0.000032	1453	0.183070	43.973571	5692	0.300070	0.202700	0.211976	
6596	0.262280	7066	0.064534	677	0.379616	5661	0.306836	0.190106	1803	0.311703	0.249061	1731	0.294627	0.000017	1504	0.232713	0.000028	1558	0.197689	43.973571	5661	0.306836	0.209000	0.211975	
6711	0.301147	7017	0.064843	666	0.340841	5606	0.295398	0.190106	1684	0.324822	0.249061	1669	0.282804	0.000017	1624	0.236453	0.000016	1734	0.356401	43.973571	5606	0.295398	0.217950	0.211977	
6624	0.279891	7098	0.059312	686	0.377551	5592	0.293276	0.190106	1754	0.346636	0.249061	1711	0.303331	0.000017	1702	0.261457	0.000040	1457	0.193548	43.973571	5592	0.293276	0.208700	0.211976	
6676	0.283553	6939	0.069462	712	0.360955	5673	0.308126	0.190106	1772	0.327314	0.249061	1817	0.324161	0.000017	1614	0.255886	0.000035	1473	0.211134	43.973571	5673	0.308126	0.219000	0.211979	
6748	0.265116	6908	0.060654	687	0.328967	5657	0.280361	0.190106	1780	0.305056	0.249061	1846	0.273564	0.000017	1651	0.284676	0.000039	1471	0.184228	43.973571	5657	0.280361	0.201000	0.211974	
6872	0.321740	6892	0.056587	708	0.377119	5528	0.268271	0.190106	1748	0.356979	0.249061	1703	0.309454	0.000017	1652	0.294189	0.000023	1769	0.324477	43.973571	5528	0.268271	0.217550	0.211977	
6557	0.263840	7056	0.064059	710	0.333803	5677	0.312489	0.190106	1827	0.316366	0.249061	1798	0.293103	0.000017	1527	0.239031	0.000040	1405	0.185053	43.973571	5677	0.312489	0.209650	0.211976	
6538	0.254971	7064	0.064836	713	0.354839	5685	0.313632	0.190106	1765	0.283853	0.249061	1762	0.289444	0.000017	1530	0.218301	0.000031	1481	0.217421	43.973571	5685	0.313632	0.208050	0.211974	
6399	0.252227	7146	0.062273	765	0.308497	5690	0.302285	0.190106	1699	0.314303	0.249061	1736	0.271889	0.000017	1671	0.241173	0.000041	1293	0.158546	43.973571	5690	0.302285	0.200750	0.211968	
6489	0.246725	7034	0.068098	738	0.394309	5739	0.315909	0.190106	1687	0.292235	0.249061	1823	0.280856	0.000017	1603	0.225827	0.000039	1376	0.170058	43.973571	5739	0.315909	0.209200	0.211967	
6437	0.247165	7157	0.064552	696	0.372126	5710	0.291769	0.190106	1707	0.272408	0.249061	1743	0.260470	0.000017	1423	0.220661	0.000027	1564	0.228900	43.973571	5710	0.291769	0.198900	0.211961	
6567	0.252018	7103	0.065747	701	0.350927	5629	0.299876	0.190106	1744	0.311353	0.249061	1781	0.280180	0.000018	1613	0.225666	0.000042	1429	0.174248	43.973571	5629	0.299876	0.202800	0.211957	
6627	0.243398	6997	0.055452	700	0.294286	5676	0.325758	0.190106	1835	0.290463	0.249061	1842	0.283388	0.000018	1556	0.214653	0.000036	1394	0.160689	43.973571	5676	0.325758	0.202800	0.211952	
6768	0.264332	6996	0.066609	715	0.366434	5521	0.303025	0.190106	1729	0.303065	0.249061	1722	0.299071	0.000018	1672	0.222488	0.000026	1645	0.229787	43.973571	5521	0.303025	0.209500	0.211951	
6452	0.240546	7094	0.068791	702	0.326211	5752	0.312587	0.190106	1812	0.288631	0.249061	1793	0.286670	0.000018	1559	0.207826	0.000042	1288	0.148292	43.973571	5752	0.312587	0.203350	0.211947	
6810	0.269310	6998	0.070449	677	0.397341	5515	0.278513	0.190106	1768	0.285633	0.249061	1720	0.291279	0.000018	1632	0.216299	0.000023	1690	0.281065	43.973571	5515	0.278513	0.206600	0.211945	
6432	0.246891	7066	0.072601	724	0.368785	5778	0.311180	0.190106	1791	0.288666	0.249061	1736	0.275922	0.000018	1592	0.227387	0.000040	1313	0.175171	43.973571	5778	0.311180	0.208300	0.211943	
6581	0.256800	7093	0.064289	710	0.352113	5616	0.303419	0.190106	1778	0.298650	0.249061	1718	0.283469	0.000018	1575	0.238730	0.000031	1510	0.196026	43.973571	5616	0.303419	0.205000	0.211940	
6802	0.276536	7024	0.059368	693	0.367965	5481	0.287356	0.190106	1669	0.272019	0.249061	1748	0.279176	0.000018	1647	0.248330	0.000018	1738	0.304948	43.973571	5481	0.287356	0.206400	0.211937	
6641	0.262310	6965	0.069203	668	0.401198	5726	0.304925	0.190106	1770	0.307910	0.249061	1739	0.289822	0.000018	1655	0.248338	0.000037	1477	0.190928	43.973571	5726	0.304925	0.211900	0.211937	
6763	0.266893	6900	0.064203	683	0.361640	5654	0.295366	0.190106	1786	0.295633	0.249061	1729	0.276460	0.000018	1667	0.239952	0.000026	1581	0.252372	43.973571	5654	0.295366	0.208250	0.211936	
6575	0.245475	6975	0.062796	666	0.342342	5784	0.324862	0.190106	1726	0.303013	0.249061	1754	0.263968	0.000018	1635	0.229358	0.000035	1460	0.173288	43.973571	5784	0.324862	0.207950	0.211934	
6800	0.264559	6921	0.070655	678	0.334808	5601	0.297268	0.190106	1711	0.285798	0.249061	1841	0.288430	0.000018	1593	0.240427	0.000027	1655	0.239275	43.973571	5601	0.297268	0.209000	0.211932	
6590	0.243854	7091	0.063884	713	0.387097	5606	0.326436	0.190106	1739	0.276596	0.249061	1791	0.277499	0.000018	1549	0.216914	0.000034	1511	0.193911	43.973571	5606	0.326436	0.208300	0.211931	
6790	0.260972	6907	0.065730	667	0.404798	5636	0.280163	0.190106	1761	0.289608	0.249061	1752	0.275114	0.000018	1677	0.242099	0.000025	1600	0.233750	43.973571	5636	0.280163	0.203750	0.211927	
6687	0.249439	7073	0.053443	676	0.357988	5564	0.300324	0.190106	1749	0.296169	0.249061	1773	0.265087	0.000018	1653	0.228070	0.000033	1512	0.200397	43.973571	5564	0.300324	0.197950	0.211920	
6861	0.292669	6896	0.055104	719	0.386648	5524	0.267198	0.190106	1724	0.327726	0.249061	1748	0.307780	0.000018	1769	0.282646	0.000032	1620	0.250000	43.973571	5524	0.267198	0.207100	0.211918	
6565	0.263366	7026	0.062767	694	0.404899	5715	0.288364	0.190106	1777	0.296005	0.249061	1764	0.294785	0.000018	1547	0.217841	0.000030	1477	0.234259	43.973571	5715	0.288364	0.204950	0.211915	
6677	0.269732	7039	0.054553	701	0.320970	5583	0.297152	0.190106	1715	0.287464	0.249061	1698	0.312721	0.000017	1659	0.232670	0.000029	1605	0.243614	43.973571	5583	0.297152	0.203450	0.211911	
6791	0.255191	7076	0.061051	636	0.394654	5497	0.308714	0.190106	1711	0.312098	0.249061	1815	0.265014	0.000018	1642	0.221681	0.000028	1623	0.218115	43.973571	5497	0.308714	0.205650	0.211908	
6782	0.260395	6953	0.060693	693	0.389610	5572	0.313352	0.190106	1780	0.304494	0.249061	1711	0.288720	0.000018	1619	0.219271	0.000027	1672	0.224282	43.973571	5572	0.313352	0.210200	0.211907	
6524	0.245402	7096	0.058202	685	0.340146	5695	0.311501	0.190106	1725	0.273623	0.249061	1694	0.282763	0.000017	1515	0.196040	0.000025	1590	0.222013	43.973571	5695	0.311501	0.201050	0.211902	
6641	0.256136	7047	0.057613	686	0.357143	5626	0.308567	0.190106	1758	0.280432	0.249061	1719	0.257708	0.000011	1620	0.275309	0.000023	1544	0.206606	43.973571	5626	0.308567	0.204400	0.211899	
6848	0.287967	7028	0.064599	668	0.372754	5456	0.301686	0.190106	1729	0.316946	0.249061	1770	0.315819	0.000017	1643	0.259890	0.000023	1706	0.256741	43.973571	5456	0.301686	0.216050	0.211901	
6805	0.287436	6931	0.062329	678	0.346608	5586	0.293412	0.190106	1751	0.295260	0.249061	1691	0.275577	0.000017	1608	0.236318	0.000018	1755	0.337892	43.973571	5586	0.293412	0.213100	0.211901	
6769	0.261191	6967	0.062581	686	0.352770	5578	0.317497	0.190106	1675	0.260896	0.249061	1735	0.240922	0.000016	1575	0.233651	0.000017	1784	0.305493	43.973571	5578	0.317497	0.210850	0.211901	
6874	0.289933	6843	0.059185	688	0.316860	5595	0.309026	0.190106	1667	0.315537	0.249061	1855	0.296496	0.000016	1608	0.239428	0.000016	1744	0.305046	43.973571	5595	0.309026	0.217250	0.211903	
6863	0.296226	6903	0.063306	713	0.314165	5521	0.291614	0.190106	1656	0.292874	0.249061	1759	0.296191	0.000015	1753	0.242442	0.000016	1695	0.355162	43.973571	5521	0.291614	0.215200	0.211905	
6821	0.309632	6879	0.059020	693	0.350649	5607	0.301231	0.190106	1719	0.299593	0.249061	1722	0.277003	0.000015	1681	0.280190	0.000016	1699	0.381989	43.973571	5607	0.301231	0.222500	0.211910	
6811	0.308325	6962	0.060902	637	0.348509	5590	0.295170	0.190106	1727	0.277360	0.249061	1782	0.297980	0.000015	1613	0.292622	0.000018	1689	0.365897	43.973571	5590	0.295170	0.219800	0.211913	
6804	0.270282	6898	0.063932	657	0.366819	5641	0.291615	0.190106	1702	0.294360	0.249061	1789	0.245947	0.000015	1619	0.267449	0.000019	1694	0.274498	43.973571	5641	0.291615	0.208300	0.211912	
6810	0.296182	6872	0.058498	672	0.311012	5646	0.295785	0.190106	1736	0.313364	0.249061	1701	0.270429	0.000015	1631	0.269160	0.000018	1742	0.329506	43.973571	5646	0.295785	0.214900	0.211913	
6916	0.285859	6794	0.064174	712	0.387640	5578	0.324310	0.190106	1753	0.301198	0.249061	1769	0.289994	0.000015	1657	0.235969	0.000019	1737	0.313759	43.973571	5578	0.324310	0.224900	0.211919	
6960	0.289799	6886	0.069707	672	0.358631	5482	0.302080	0.190106	1751	0.327242	0.249061	1747	0.294791	0.000015	1715	0.255394	0.000019	1747	0.281053	43.973571	5482	0.302080	0.219700	0.211923	
6758	0.278929	7026	0.061628	668	0.330838	5548	0.289834	0.190106	1640	0.291463	0.249061	1718	0.292200	0.000015	1705	0.250440	0.000019	1695	0.282006	43.973571	5548	0.289834	0.207350	0.211920	
6676	0.275165	6947	0.065784	728	0.373626	5649	0.288547	0.190106	1628	0.316953	0.249061	1737	0.282096	0.000015	1585	0.252366	0.000019	1726	0.249710	43.973571	5649	0.288547	0.209800	0.211919	
6815	0.304182	6923	0.062978	678	0.368732	5584	0.289577	0.190106	1654	0.301693	0.249061	1792	0.316406	0.000015	1664	0.269832	0.000019	1705	0.327273	43.973571	5584	0.289577	0.218800	0.211923	
6733	0.255904	7007	0.052947	693	0.340548	5567	0.313814	0.190106	1742	0.281286	0.249061	1793	0.269381	0.000015	1540	0.218182	0.000019	1658	0.249698	43.973571	5567	0.313814	0.203850	0.211919	
6849	0.285443	6812	0.062243	703	0.365576	5636	0.285664	0.190106	1726	0.291425	0.249061	1762	0.286039	0.000015	1661	0.250452	0.000019	1700	0.312941	43.973571	5636	0.285664	0.212300	0.211919	
6898	0.292983	6918	0.070541	690	0.331884	5494	0.285766	0.190106	1731	0.307337	0.249061	1766	0.285391	0.000015	1678	0.277712	0.000019	1723	0.301219	43.973571	5494	0.285766	0.215400	0.211921	
6904	0.289397	6840	0.070029	699	0.389127	5557	0.288645	0.190106	1738	0.323360	0.249061	1740	0.295977	0.000015	1688	0.242891	0.000019	1738	0.294016	43.973571	5557	0.288645	0.217650	0.211923	
6947	0.305887	6873	0.059217	674	0.373887	5506	0.299310	0.190106	1730	0.316763	0.249061	1726	0.300116	0.000015	1735	0.263401	0.000019	1756	0.342825	43.973571	5506	0.299310	0.221600	0.211928	
7038	0.308468	6875	0.056000	664	0.384036	5423	0.289139	0.190106	1735	0.310086	0.249061	1701	0.308054	0.000015	1770	0.275141	0.000020	1832	0.339520	43.973571	5423	0.289139	0.218950	0.211931	
6783	0.250184	7016	0.057155	668	0.305389	5533	0.299295	0.190106	1746	0.253723	0.249061	1811	0.270569	0.000015	1506	0.227756	0.000020	1720	0.244767	43.973571	5533	0.299295	0.197900	0.211925	
6737	0.272673	7032	0.062144	699	0.350501	5532	0.305315	0.190106	1675	0.300896	0.249061	1770	0.274576	0.000015	1629	0.256599	0.000020	1663	0.257968	43.973571	5532	0.305315	0.210400	0.211924	
6787	0.300427	7035	0.059701	674	0.363501	5504	0.292151	0.190106	1692	0.308511	0.249061	1784	0.285874	0.000015	1653	0.306715	0.000020	1658	0.301568	43.973571	5504	0.292151	0.215600	0.211926	
6745	0.283024	7011	0.069177	683	0.357247	5561	0.294012	0.190106	1670	0.305988	0.249061	1694	0.296930	0.000015	1705	0.246921	0.000020	1676	0.282816	43.973571	5561	0.294012	0.213650	0.211926	
6745	0.285841	7034	0.059283	697	0.327116	5524	0.306843	0.190106	1704	0.310446	0.249061	1702	0.312573	0.000015	1633	0.251072	0.000020	1706	0.267878	43.973571	5524	0.306843	0.213400	0.211927	
6841	0.256249	6947	0.058299	715	0.367832	5497	0.310351	0.190106	1802	0.279134	0.249061	1737	0.264824	0.000015	1640	0.237805	0.000020	1662	0.240674	43.973571	5497	0.310351	0.206350	0.211924	
6796	0.265745	6945	0.065227	704	0.348011	5555	0.325833	0.190106	1774	0.305524	0.249061	1704	0.258803	0.000015	1664	0.230769	0.000020	1654	0.265417	43.973571	5555	0.325833	0.215700	0.211926	
6902	0.295567	6879	0.064108	690	0.352174	5529	0.300778	0.190106	1797	0.303840	0.249061	1781	0.294217	0.000015	1671	0.272292	0.000020	1653	0.311555	43.973571	5529	0.300778	0.219350	0.211930	
6743	0.263533	6989	0.064101	674	0.357567	5594	0.300679	0.190106	1740	0.297701	0.249061	1832	0.262009	0.000015	1571	0.246340	0.000020	1600	0.245000	43.973571	5594	0.300679	0.207400	0.211927	
6742	0.298131	6913	0.061768	749	0.385848	5596	0.268406	0.190106	1699	0.296057	0.249061	1724	0.301624	0.000015	1636	0.271394	0.000020	1683	0.322638	43.973571	5596	0.268406	0.211400	0.211927	
6814	0.286176	6893	0.061657	746	0.339142	5547	0.318190	0.190106	1786	0.279395	0.249061	1743	0.300631	0.000015	1643	0.261108	0.000020	1642	0.303289	43.973571	5547	0.318190	0.219650	0.211931	
6830	0.295754	6951	0.054093	701	0.380884	5518	0.291047	0.190106	1717	0.300524	0.249061	1693	0.287655	0.000015	1682	0.286564	0.000020	1738	0.307825	43.973571	5518	0.291047	0.213450	0.211931	
6764	0.277499	6983	0.063440	691	0.379161	5562	0.306365	0.190106	1662	0.286402	0.249061	1755	0.270655	0.000015	1683	0.266786	0.000020	1664	0.286659	43.973571	5562	0.306365	0.214300	0.211933	
6960	0.287069	6873	0.061254	700	0.338571	5467	0.286812	0.190106	1768	0.332579	0.249061	1682	0.280618	0.000015	1808	0.258850	0.000020	1702	0.276146	43.973571	5467	0.286812	0.211200	0.211932	
6748	0.265560	6955	0.064558	697	0.367288	5600	0.300357	0.190106	1714	0.273629	0.249061	1769	0.300735	0.000015	1577	0.248573	0.000020	1688	0.236374	43.973571	5600	0.300357	0.208950	0.211931	
6808	0.279083	6960	0.058764	691	0.350217	5541	0.307165	0.190106	1676	0.316229	0.249061	1761	0.274844	0.000015	1662	0.248496	0.000020	1709	0.276770	43.973571	5541	0.307165	0.212650	0.211931	
6887	0.278351	6878	0.063827	717	0.330544	5518	0.301377	0.190106	1678	0.299166	0.249061	1803	0.259567	0.000015	1695	0.277876	0.000020	1711	0.278200	43.973571	5518	0.301377	0.212800	0.211932	
6946	0.266196	6836	0.063049	664	0.340361	5554	0.317429	0.190106	1736	0.270737	0.249061	1751	0.259852	0.000015	1663	0.245340	0.000020	1796	0.287305	43.973571	5554	0.317429	0.213450	0.211932	
6950	0.286763	6900	0.057246	666	0.375375	5484	0.282823	0.190106	1840	0.284783	0.249061	1686	0.277580	0.000015	1688	0.251777	0.000020	1736	0.331797	43.973571	5484	0.282823	0.209450	0.211931	
7004	0.298829	6836	0.061147	703	0.384068	5457	0.287521	0.190106	1767	0.317487	0.249061	1764	0.273810	0.000015	1754	0.275371	0.000020	1719	0.329261	43.973571	5457	0.287521	0.217500	0.211934	
6944	0.335397	6875	0.066182	693	0.365079	5488	0.294278	0.190106	1728	0.339699	0.249061	1754	0.311288	0.000015	1775	0.328451	0.000020	1687	0.363367	43.973571	5488	0.294278	0.232600	0.211943	
6877	0.286462	6927	0.067706	673	0.378900	5523	0.298570	0.190106	1736	0.313364	0.249061	1702	0.276733	0.000015	1706	0.263775	0.000020	1733	0.291402	43.973571	5523	0.298570	0.217150	0.211945	
6794	0.292464	6965	0.066332	707	0.350778	5534	0.301229	0.190106	1722	0.313008	0.249061	1708	0.302693	0.000015	1621	0.257249	0.000020	1743	0.294894	43.973571	5534	0.301229	0.218200	0.211948	
6710	0.272131	6895	0.066135	782	0.338875	5613	0.299127	0.190106	1771	0.297007	0.249061	1723	0.276843	0.000015	1530	0.235294	0.000020	1686	0.274614	43.973571	5613	0.299127	0.211300	0.211948	
6910	0.298119	6967	0.061145	691	0.383502	5432	0.314801	0.190106	1730	0.317919	0.249061	1730	0.293642	0.000015	1741	0.272832	0.000020	1709	0.308367	43.973571	5432	0.314801	0.223050	0.211953	
6874	0.295025	6988	0.068403	693	0.344877	5445	0.303581	0.190106	1749	0.318468	0.249061	1771	0.288538	0.000015	1665	0.284685	0.000020	1689	0.287744	43.973571	5445	0.303581	0.219900	0.211957	
6763	0.259352	7014	0.069575	687	0.333333	5536	0.305997	0.190106	1636	0.256724	0.249061	1758	0.280432	0.000015	1668	0.227818	0.000020	1701	0.271017	43.973571	5536	0.305997	0.208250	0.211955	
6893	0.292906	6904	0.068221	719	0.420028	5484	0.284646	0.190106	1676	0.284606	0.249061	1723	0.284388	0.000015	1779	0.287240	0.000020	1715	0.315452	43.973571	5484	0.284646	0.217650	0.211958	
6880	0.315552	6926	0.058187	715	0.370629	5479	0.267385	0.190106	1684	0.312352	0.249061	1748	0.291190	0.000015	1703	0.288315	0.000020	1745	0.369628	43.973571	5479	0.267385	0.215200	0.211959	
6722	0.272092	7043	0.068437	683	0.360176	5552	0.298631	0.190106	1729	0.300174	0.249061	1731	0.264587	0.000015	1603	0.261385	0.000020	1659	0.261001	43.973571	5552	0.298631	0.210750	0.211958	
6898	0.269498	6835	0.066715	711	0.388186	5556	0.308135	0.190106	1736	0.312212	0.249061	1772	0.270880	0.000015	1698	0.239105	0.000020	1692	0.254728	43.973571	5556	0.308135	0.215150	0.211960	
6829	0.251428	6917	0.059274	704	0.292614	5550	0.307928	0.190106	1786	0.283875	0.249061	1774	0.241263	0.000015	1622	0.236745	0.000020	1647	0.241651	43.973571	5550	0.307928	0.202100	0.211955	
6783	0.260357	6958	0.062087	735	0.297959	5524	0.309558	0.190106	1666	0.291116	0.249061	1784	0.244395	0.000015	1644	0.251217	0.000020	1689	0.255773	43.973571	5524	0.309558	0.206350	0.211953	
6909	0.270806	6864	0.061043	713	0.336606	5514	0.301052	0.190106	1716	0.277972	0.249061	1784	0.264013	0.000015	1692	0.257092	0.000020	1717	0.284217	43.973571	5514	0.301052	0.209500	0.211952	
6977	0.268883	6902	0.068966	638	0.360502	5483	0.323910	0.190106	1788	0.283557	0.249061	1753	0.277809	0.000015	1678	0.241955	0.000020	1758	0.270762	43.973571	5483	0.323910	0.217900	0.211954	
6829	0.279543	6946	0.065937	681	0.340675	5544	0.323773	0.190106	1717	0.297612	0.249061	1700	0.279412	0.000015	1686	0.262752	0.000020	1726	0.278100	43.973571	5544	0.323773	0.219700	0.211958	
6650	0.254887	7011	0.065326	644	0.340062	5695	0.324671	0.190106	1727	0.291836	0.249061	1744	0.260321	0.000015	1555	0.232154	0.000020	1624	0.231527	43.973571	5695	0.324671	0.211050	0.211958	
6860	0.286297	6956	0.060236	740	0.328378	5444	0.268369	0.190106	1756	0.283030	0.249061	1663	0.271798	0.000015	1711	0.270018	0.000020	1730	0.319653	43.973571	5444	0.268369	0.204350	0.211954	
6817	0.263312	6922	0.058365	721	0.364771	5540	0.326173	0.190106	1673	0.275553	0.249061	1774	0.281285	0.000015	1588	0.226700	0.000020	1782	0.266554	43.973571	5540	0.326173	0.213450	0.211955	
6758	0.261024	6951	0.063013	709	0.345557	5582	0.296489	0.190106	1712	0.297313	0.249061	1771	0.260305	0.000015	1597	0.230432	0.000020	1678	0.253874	43.973571	5582	0.296489	0.205100	0.211952	
6863	0.291126	6825	0.067985	688	0.348837	5624	0.280228	0.190106	1761	0.327655	0.249061	1726	0.274044	0.000015	1666	0.271309	0.000020	1710	0.290058	43.973571	5624	0.280228	0.213900	0.211953	
6908	0.289954	6886	0.066221	707	0.342291	5499	0.307874	0.190106	1752	0.296804	0.249061	1771	0.301525	0.000015	1684	0.274941	0.000020	1701	0.285714	43.973571	5499	0.307874	0.219700	0.211956	
6721	0.253236	6979	0.064049	658	0.337386	5642	0.311769	0.190106	1694	0.273318	0.249061	1726	0.256663	0.000015	1620	0.214815	0.000020	1681	0.266508	43.973571	5642	0.311769	0.206500	0.211954	
6880	0.269186	6892	0.062826	699	0.283262	5529	0.306565	0.190106	1710	0.282456	0.249061	1869	0.285714	0.000015	1597	0.241077	0.000020	1704	0.264085	43.973571	5529	0.306565	0.208900	0.211952	
6878	0.264612	6881	0.065252	717	0.358438	5524	0.269008	0.190106	1787	0.285395	0.249061	1721	0.271354	0.000015	1654	0.237606	0.000020	1716	0.262238	43.973571	5524	0.269008	0.200600	0.211947	
6684	0.226212	6902	0.057664	734	0.339237	5680	0.300704	0.190106	1841	0.247691	0.249061	1766	0.237259	0.000015	1501	0.197202	0.000020	1576	0.216371	43.973571	5680	0.300704	0.193350	0.211939	
6972	0.311102	6868	0.056203	660	0.339394	5500	0.305273	0.190106	1774	0.312852	0.249061	1739	0.279471	0.000010	1750	0.367429	0.000020	1709	0.283792	43.973571	5500	0.305273	0.222900	0.211944	
6789	0.291501	6936	0.054931	720	0.366667	5555	0.287849	0.190106	1719	0.279232	0.249061	1658	0.296743	0.000015	1773	0.266779	0.000020	1639	0.325808	43.973571	5555	0.287849	0.211150	0.211943	
6778	0.311006	6955	0.063551	710	0.378873	5557	0.290085	0.190106	1683	0.316102	0.249061	1716	0.287296	0.000015	1704	0.285211	0.000020	1675	0.356418	43.973571	5557	0.290085	0.221550	0.211948	
6831	0.258674	6945	0.060475	702	0.349003	5522	0.317457	0.190106	1703	0.282443	0.249061	1754	0.254846	0.000015	1681	0.238548	0.000020	1693	0.258712	43.973571	5522	0.317457	0.209250	0.211946	
6842	0.275650	7009	0.069339	725	0.366897	5424	0.287426	0.190106	1697	0.286388	0.249061	1710	0.257310	0.000015	1689	0.270574	0.000020	1746	0.288087	43.973571	5424	0.287426	0.209850	0.211946	
6822	0.307534	6942	0.062662	713	0.375877	5523	0.277567	0.190106	1716	0.347319	0.249061	1754	0.287913	0.000015	1650	0.278182	0.000020	1702	0.316099	43.973571	5523	0.277567	0.216700	0.211948	
6861	0.291503	6963	0.061324	689	0.335269	5487	0.289958	0.190106	1713	0.311734	0.249061	1722	0.286876	0.000015	1717	0.275480	0.000020	1709	0.291984	43.973571	5487	0.289958	0.212450	0.211948	
6903	0.287846	6913	0.060900	682	0.321114	5502	0.305162	0.190106	1733	0.308713	0.249061	1745	0.291691	0.000015	1714	0.266044	0.000020	1711	0.284629	43.973571	5502	0.305162	0.215300	0.211949	
6851	0.294410	6910	0.063965	659	0.352049	5580	0.302688	0.190106	1785	0.315406	0.249061	1741	0.279150	0.000015	1629	0.286065	0.000020	1696	0.295991	43.973571	5580	0.302688	0.219000	0.211953	
6729	0.282954	6988	0.069262	679	0.372607	5604	0.283012	0.190106	1757	0.310188	0.249061	1709	0.264482	0.000015	1617	0.273346	0.000020	1646	0.282503	43.973571	5604	0.283012	0.211350	0.211952	
6943	0.293677	7020	0.063248	651	0.345622	5386	0.295210	0.190106	1805	0.312465	0.249061	1748	0.273455	0.000015	1702	0.301410	0.000020	1688	0.286730	43.973571	5386	0.295210	0.214900	0.211954	
