Rate	34.48
RJ Local Transform Add / Remove	34.48
Local Transform Move	3.45
Local Transform Change Scale	27.59
Rate Tried	% Accepted	RJ Local Transform Add / Remove Tried	% Accepted	Local Transform Move Tried	% Accepted	Local Transform Change Scale Tried	% Accepted	Alpha 1 - Dev	Alpha 1 - Tried	Alpha 1 - Accepted	Alpha 2 - Dev	Alpha 2 - Tried	Alpha 2 - Accepted	Sigma^2 1 - Dev	Sigma^2 1 - Tried	Sigma^2 1 - Accepted	Sigma^2 2 - Dev	Sigma^2 2 - Tried	Sigma^2 2 - Accepted	VarRates - Dev	VarRates - Tried	VarRates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
6819	0.269541	6935	0.060130	678	0.345133	5568	0.344828	0.203506	1678	0.305125	0.274326	1751	0.257567	0.000013	1659	0.270645	0.000022	1731	0.246101	36.803011	5568	0.344828	0.220450	0.219921	
6917	0.285962	6939	0.053466	720	0.337500	5424	0.334071	0.203506	1704	0.328052	0.274326	1804	0.268847	0.000013	1706	0.285463	0.000021	1703	0.262478	36.803011	5424	0.334071	0.220200	0.219921	
6772	0.243946	6980	0.067479	720	0.319444	5528	0.332127	0.203506	1749	0.255003	0.274326	1740	0.245977	0.000013	1698	0.239694	0.000021	1585	0.234069	36.803011	5528	0.332127	0.209450	0.219917	
6824	0.265533	6957	0.057209	716	0.342179	5503	0.331274	0.203506	1793	0.266592	0.274326	1757	0.278315	0.000013	1665	0.259459	0.000021	1609	0.256681	36.803011	5503	0.331274	0.213900	0.219915	
6789	0.270879	6936	0.060554	691	0.335745	5584	0.345451	0.203506	1765	0.295184	0.274326	1698	0.255006	0.000013	1676	0.272673	0.000021	1650	0.259394	36.803011	5584	0.345451	0.221000	0.219915	
6682	0.244238	7150	0.060000	738	0.336043	5430	0.348619	0.203506	1811	0.252899	0.274326	1780	0.250562	0.000013	1517	0.230719	0.000021	1574	0.240152	36.803011	5430	0.348619	0.210100	0.219912	
6759	0.266312	7027	0.061477	667	0.344828	5547	0.334054	0.203506	1679	0.273377	0.274326	1781	0.280180	0.000013	1660	0.285542	0.000021	1639	0.224527	36.803011	5547	0.334054	0.215750	0.219910	
6849	0.250548	7041	0.060077	639	0.333333	5471	0.330470	0.203506	1766	0.255379	0.274326	1782	0.235690	0.000013	1635	0.245260	0.000021	1666	0.266507	36.803011	5471	0.330470	0.208000	0.219906	
6675	0.258727	7036	0.055571	735	0.319728	5554	0.318329	0.203506	1753	0.271535	0.274326	1746	0.253150	0.000013	1644	0.263990	0.000021	1532	0.244778	36.803011	5554	0.318329	0.206050	0.219901	
6784	0.281840	6939	0.061392	661	0.363086	5616	0.342771	0.203506	1767	0.298246	0.274326	1712	0.273364	0.000013	1696	0.289505	0.000021	1609	0.264761	36.803011	5616	0.342771	0.225150	0.219903	
6852	0.287945	6913	0.063359	691	0.335745	5544	0.340909	0.203506	1715	0.285714	0.274326	1809	0.283582	0.000013	1641	0.305302	0.000021	1687	0.278008	36.803011	5544	0.340909	0.226650	0.219905	
6951	0.294346	6850	0.061606	708	0.360169	5491	0.339465	0.203506	1803	0.292845	0.274326	1694	0.288076	0.000013	1703	0.304756	0.000021	1751	0.291833	36.803011	5491	0.339465	0.229350	0.219909	
6891	0.280366	6962	0.062626	714	0.378151	5433	0.337935	0.203506	1713	0.308231	0.274326	1738	0.250863	0.000013	1701	0.298648	0.000021	1739	0.264520	36.803011	5433	0.337935	0.223700	0.219910	
6797	0.279682	6873	0.063437	642	0.348910	5688	0.329466	0.203506	1706	0.296600	0.274326	1749	0.271584	0.000013	1700	0.287647	0.000021	1642	0.262485	36.803011	5688	0.329466	0.221750	0.219911	
6820	0.256452	6884	0.059849	732	0.340164	5564	0.321531	0.203506	1812	0.277594	0.274326	1756	0.239749	0.000013	1624	0.262931	0.000021	1628	0.244472	36.803011	5564	0.321531	0.209950	0.219907	
6809	0.249670	6965	0.058722	710	0.384507	5516	0.315809	0.203506	1763	0.272830	0.274326	1741	0.232051	0.000013	1671	0.256732	0.000021	1634	0.236230	36.803011	5516	0.315809	0.206200	0.219902	
6803	0.250625	6962	0.053720	661	0.335855	5574	0.314316	0.203506	1809	0.258706	0.274326	1839	0.252855	0.000013	1560	0.244872	0.000021	1595	0.244514	36.803011	5574	0.314316	0.202650	0.219896	
6800	0.271912	6903	0.067797	676	0.383136	5621	0.352250	0.203506	1698	0.252061	0.274326	1719	0.274578	0.000013	1706	0.263775	0.000021	1677	0.297555	36.803011	5621	0.352250	0.227800	0.219899	
6944	0.280674	6795	0.064018	679	0.334315	5582	0.323182	0.203506	1707	0.298770	0.274326	1781	0.254913	0.000013	1699	0.274279	0.000021	1757	0.295390	36.803011	5582	0.323182	0.220750	0.219899	
6714	0.258713	7022	0.057961	686	0.348397	5578	0.324668	0.203506	1647	0.262295	0.274326	1765	0.233994	0.000013	1625	0.285538	0.000021	1677	0.255218	36.803011	5578	0.324668	0.209700	0.219895	
6880	0.353488	6934	0.057543	699	0.267525	5487	0.299071	0.203506	1691	0.290361	0.274326	1871	0.270444	0.000013	1664	0.426683	0.000021	1654	0.438331	36.803011	5487	0.299071	0.232950	0.219900	
6829	0.380876	6897	0.046542	662	0.280967	5612	0.289558	0.203506	1655	0.303323	0.274326	1705	0.276833	0.000013	1704	0.531690	0.000028	1765	0.408499	36.803011	5612	0.289558	0.236650	0.219906	
6817	0.301452	6789	0.059803	756	0.359788	5638	0.291593	0.203506	1699	0.291348	0.274326	1761	0.273708	0.000017	1737	0.392055	0.000045	1620	0.245062	36.803011	5638	0.291593	0.218850	0.219906	
6868	0.456465	6935	0.065177	691	0.331404	5506	0.302034	0.203506	1674	0.349462	0.274326	1721	0.303893	0.000013	1758	0.602958	0.000021	1715	0.563848	36.803011	5506	0.302034	0.273950	0.219926	
6949	0.349115	6940	0.061671	715	0.327273	5396	0.319681	0.203506	1728	0.332176	0.274326	1784	0.307175	0.000021	1695	0.379941	0.000034	1742	0.378875	36.803011	5396	0.319681	0.240650	0.219933	
6850	0.351679	6956	0.054773	706	0.365439	5488	0.316144	0.203506	1702	0.287309	0.274326	1779	0.277684	0.000013	1704	0.425469	0.000022	1665	0.421021	36.803011	5488	0.316144	0.239150	0.219940	
6586	0.229882	7059	0.065023	714	0.288515	5641	0.337174	0.203506	1732	0.261547	0.274326	1784	0.241031	0.000020	1632	0.223652	0.000039	1438	0.184979	36.803011	5641	0.337174	0.204050	0.219935	
6807	0.258851	6946	0.060754	699	0.351931	5548	0.350216	0.203506	1805	0.280886	0.274326	1805	0.255402	0.000013	1702	0.283784	0.000031	1495	0.208027	36.803011	5548	0.350216	0.218650	0.219934	
6831	0.285463	7000	0.068143	645	0.373643	5524	0.335626	0.203506	1744	0.312500	0.274326	1824	0.259868	0.000013	1616	0.295173	0.000022	1647	0.275653	36.803011	5524	0.335626	0.226100	0.219936	
6850	0.278248	6889	0.065322	660	0.378788	5601	0.352973	0.203506	1768	0.270928	0.274326	1721	0.261476	0.000013	1706	0.307737	0.000022	1655	0.273112	36.803011	5601	0.352973	0.229150	0.219940	
6761	0.246413	7054	0.063227	689	0.351234	5496	0.345888	0.203506	1727	0.276202	0.274326	1705	0.238123	0.000013	1634	0.237454	0.000022	1695	0.233038	36.803011	5496	0.345888	0.212750	0.219937	
6812	0.267029	6950	0.065468	703	0.392603	5535	0.324481	0.203506	1746	0.296105	0.274326	1717	0.231800	0.000013	1670	0.265868	0.000022	1679	0.273973	36.803011	5535	0.324481	0.217300	0.219936	
6811	0.287623	6921	0.062852	705	0.363121	5563	0.338127	0.203506	1677	0.313655	0.274326	1755	0.258689	0.000013	1640	0.325000	0.000022	1739	0.256469	36.803011	5563	0.338127	0.226550	0.219939	
6667	0.280336	6895	0.059173	728	0.368132	5710	0.336602	0.203506	1702	0.296710	0.274326	1781	0.255474	0.000013	1608	0.284826	0.000022	1576	0.286168	36.803011	5710	0.336602	0.223350	0.219940	
6788	0.268709	7003	0.064972	662	0.377644	5547	0.328826	0.203506	1699	0.268393	0.274326	1746	0.261741	0.000013	1683	0.279263	0.000022	1660	0.265663	36.803011	5547	0.328826	0.217650	0.219939	
6929	0.266417	6917	0.063611	712	0.349719	5442	0.331863	0.203506	1715	0.267055	0.274326	1774	0.237880	0.000013	1680	0.280357	0.000022	1760	0.281250	36.803011	5442	0.331863	0.217050	0.219938	
6744	0.275801	6991	0.065656	676	0.352071	5589	0.332797	0.203506	1696	0.285377	0.274326	1694	0.250885	0.000013	1699	0.284873	0.000022	1655	0.282175	36.803011	5589	0.332797	0.220850	0.219938	
7074	0.254877	6763	0.065503	678	0.355457	5485	0.348587	0.203506	1765	0.264023	0.274326	1808	0.217367	0.000013	1785	0.287395	0.000022	1716	0.251166	36.803011	5485	0.348587	0.219950	0.219938	
6813	0.260825	6929	0.066965	683	0.396779	5575	0.341525	0.203506	1767	0.284097	0.274326	1730	0.250289	0.000013	1614	0.247212	0.000022	1702	0.260282	36.803011	5575	0.341525	0.220800	0.219939	
6596	0.242571	6988	0.061105	711	0.320675	5705	0.323225	0.203506	1690	0.231361	0.274326	1808	0.240044	0.000013	1542	0.242542	0.000022	1556	0.257712	36.803011	5705	0.323225	0.204950	0.219933	
6762	0.262496	6950	0.062158	676	0.338757	5612	0.338560	0.203506	1706	0.282532	0.274326	1756	0.243736	0.000013	1672	0.267943	0.000022	1628	0.256143	36.803011	5612	0.338560	0.216800	0.219932	
6868	0.271695	6929	0.061481	721	0.331484	5482	0.315213	0.203506	1723	0.258270	0.274326	1769	0.249859	0.000013	1674	0.315412	0.000022	1702	0.264982	36.803011	5482	0.315213	0.212950	0.219929	
6755	0.275944	7078	0.063153	707	0.370580	5460	0.326923	0.203506	1765	0.272521	0.274326	1713	0.258027	0.000013	1642	0.300853	0.000022	1635	0.273394	36.803011	5460	0.326923	0.217900	0.219929	
6884	0.271935	6963	0.069367	665	0.320301	5488	0.327624	0.203506	1751	0.316962	0.274326	1753	0.239589	0.000013	1719	0.286213	0.000022	1661	0.243829	36.803011	5488	0.327624	0.218300	0.219928	
6906	0.265421	6842	0.069132	704	0.302557	5548	0.338320	0.203506	1753	0.271535	0.274326	1786	0.267077	0.000013	1627	0.263675	0.000022	1740	0.259195	36.803011	5548	0.338320	0.219800	0.219928	
6782	0.264081	7017	0.071541	719	0.347705	5482	0.344400	0.203506	1696	0.284788	0.274326	1710	0.253216	0.000013	1629	0.281154	0.000022	1747	0.238695	36.803011	5482	0.344400	0.221550	0.219929	
6875	0.263855	6930	0.068110	678	0.367257	5517	0.332427	0.203506	1766	0.261608	0.274326	1694	0.239079	0.000013	1678	0.267580	0.000022	1737	0.286701	36.803011	5517	0.332427	0.218450	0.219928	
6956	0.268976	6958	0.062374	671	0.366617	5415	0.331487	0.203506	1834	0.294438	0.274326	1771	0.252964	0.000013	1604	0.268080	0.000022	1747	0.259302	36.803011	5415	0.331487	0.217300	0.219927	
6648	0.257371	7057	0.065467	703	0.344239	5592	0.344957	0.203506	1612	0.264888	0.274326	1653	0.231700	0.000013	1699	0.280753	0.000022	1684	0.251781	36.803011	5592	0.344957	0.217200	0.219926	
6804	0.258083	6879	0.063527	705	0.404255	5612	0.336422	0.203506	1649	0.276531	0.274326	1769	0.244771	0.000014	1702	0.266157	0.000022	1684	0.245843	36.803011	5612	0.336422	0.218300	0.219925	
6940	0.275504	6817	0.063811	721	0.374480	5522	0.342629	0.203506	1770	0.274576	0.274326	1768	0.264706	0.000014	1752	0.280822	0.000022	1650	0.282424	36.803011	5522	0.342629	0.225450	0.219927	
6641	0.226472	7063	0.057907	735	0.319728	5561	0.336630	0.203506	1724	0.235499	0.274326	1756	0.210706	0.000014	1577	0.239062	0.000022	1584	0.221591	36.803011	5561	0.336630	0.201000	0.219921	
6965	0.280689	6843	0.055385	622	0.327974	5570	0.343627	0.203506	1754	0.285063	0.274326	1742	0.262342	0.000014	1698	0.279741	0.000022	1771	0.295313	36.803011	5570	0.343627	0.222600	0.219922	
6904	0.275927	6855	0.062436	693	0.378066	5548	0.354542	0.203506	1716	0.279138	0.274326	1730	0.273988	0.000014	1739	0.279471	0.000022	1719	0.271088	36.803011	5548	0.354542	0.228100	0.219925	
7003	0.277881	6870	0.067103	689	0.357039	5438	0.323097	0.203506	1790	0.258659	0.274326	1799	0.255698	0.000014	1692	0.304965	0.000022	1722	0.294425	36.803011	5438	0.323097	0.220500	0.219925	
6690	0.256502	6962	0.059466	680	0.323529	5668	0.321630	0.203506	1748	0.271167	0.274326	1683	0.237077	0.000014	1670	0.261078	0.000022	1589	0.256136	36.803011	5668	0.321630	0.208650	0.219921	
6796	0.278399	6951	0.057402	724	0.378453	5529	0.325918	0.203506	1723	0.273360	0.274326	1646	0.241798	0.000014	1712	0.296729	0.000022	1715	0.300292	36.803011	5529	0.325918	0.218350	0.219920	
6876	0.272106	6969	0.062993	681	0.330396	5474	0.348739	0.203506	1776	0.295608	0.274326	1767	0.250707	0.000014	1646	0.270352	0.000022	1687	0.271488	36.803011	5474	0.348739	0.222200	0.219921	
6816	0.282130	7040	0.064062	696	0.318966	5448	0.334985	0.203506	1700	0.279412	0.274326	1736	0.295507	0.000014	1738	0.284810	0.000022	1642	0.267966	36.803011	5448	0.334985	0.221050	0.219921	
6601	0.208302	7020	0.047863	670	0.340299	5709	0.326677	0.203506	1875	0.234667	0.274326	1750	0.232000	0.000014	1450	0.182069	0.000022	1526	0.173657	36.803011	5709	0.326677	0.190200	0.219910	
6779	0.265083	6972	0.057659	706	0.348442	5543	0.339708	0.203506	1822	0.288694	0.274326	1711	0.250146	0.000013	1551	0.249516	0.000020	1695	0.269027	36.803011	5543	0.339708	0.216400	0.219909	
6805	0.262160	6987	0.064692	717	0.384937	5491	0.335458	0.203506	1781	0.289725	0.274326	1689	0.226761	0.000014	1665	0.260661	0.000022	1670	0.270060	36.803011	5491	0.335458	0.217700	0.219908	
6896	0.266676	6808	0.064336	732	0.362022	5564	0.325665	0.203506	1774	0.280722	0.274326	1718	0.239814	0.000014	1703	0.280681	0.000022	1701	0.265138	36.803011	5564	0.325665	0.217700	0.219908	
6833	0.233865	6964	0.065192	756	0.391534	5447	0.316872	0.203506	1707	0.234915	0.274326	1835	0.231063	0.000014	1631	0.244022	0.000022	1660	0.225904	36.803011	5447	0.316872	0.203700	0.219902	
6864	0.278846	6904	0.066628	737	0.316147	5495	0.343039	0.203506	1662	0.281588	0.274326	1736	0.263825	0.000014	1765	0.303683	0.000022	1701	0.265726	36.803011	5495	0.343039	0.224600	0.219903	
6766	0.292640	7005	0.060100	678	0.373156	5551	0.339578	0.203506	1637	0.313989	0.274326	1762	0.277526	0.000014	1669	0.294188	0.000022	1698	0.286219	36.803011	5551	0.339578	0.226950	0.219906	
6794	0.252281	7006	0.066229	725	0.358621	5475	0.317808	0.203506	1789	0.253214	0.274326	1694	0.240850	0.000014	1633	0.266993	0.000022	1678	0.248510	36.803011	5475	0.317808	0.208900	0.219902	
6666	0.268227	7001	0.067847	715	0.373427	5618	0.355643	0.203506	1710	0.279532	0.274326	1662	0.252708	0.000014	1654	0.273277	0.000022	1640	0.267073	36.803011	5618	0.355643	0.226400	0.219904	
6927	0.264184	6930	0.068687	676	0.350592	5467	0.355771	0.203506	1689	0.303138	0.274326	1811	0.274986	0.000014	1751	0.236436	0.000022	1676	0.242243	36.803011	5467	0.355771	0.224400	0.219906	
6849	0.289823	6932	0.064195	669	0.379671	5550	0.327748	0.203506	1626	0.312423	0.274326	1768	0.282240	0.000014	1767	0.286927	0.000022	1688	0.279028	36.803011	5550	0.327748	0.225150	0.219908	
6882	0.270416	6969	0.067155	703	0.401138	5446	0.331803	0.203506	1776	0.276464	0.274326	1759	0.273451	0.000014	1685	0.276558	0.000022	1662	0.254513	36.803011	5446	0.331803	0.220900	0.219908	
6941	0.274312	6805	0.057605	729	0.360768	5525	0.346244	0.203506	1766	0.284824	0.274326	1736	0.258065	0.000014	1724	0.280742	0.000022	1715	0.273469	36.803011	5525	0.346244	0.223600	0.219910	
6792	0.243080	6989	0.056088	683	0.298682	5536	0.340679	0.203506	1727	0.247250	0.274326	1789	0.242594	0.000014	1651	0.246517	0.000022	1625	0.235692	36.803011	5536	0.340679	0.206650	0.219905	
6773	0.286136	6834	0.065408	721	0.341193	5672	0.336566	0.203506	1704	0.299296	0.274326	1786	0.262598	0.000014	1666	0.304922	0.000022	1617	0.278912	36.803011	5672	0.336566	0.227000	0.219907	
6880	0.275291	6883	0.062327	687	0.353712	5550	0.339099	0.203506	1753	0.313748	0.274326	1713	0.248103	0.000014	1715	0.278717	0.000022	1699	0.259564	36.803011	5550	0.339099	0.222400	0.219908	
6733	0.262142	7077	0.062597	708	0.324859	5482	0.346042	0.203506	1709	0.308953	0.274326	1684	0.242280	0.000014	1699	0.248970	0.000022	1641	0.247410	36.803011	5482	0.346042	0.216750	0.219907	
6785	0.266912	6860	0.066910	724	0.335635	5631	0.335820	0.203506	1716	0.282634	0.274326	1671	0.248354	0.000014	1740	0.256322	0.000022	1658	0.280458	36.803011	5631	0.335820	0.220200	0.219907	
6574	0.238667	7105	0.064039	692	0.348266	5629	0.357968	0.203506	1748	0.274027	0.274326	1729	0.227877	0.000014	1595	0.220063	0.000022	1502	0.229694	36.803011	5629	0.357968	0.214000	0.219905	
6398	0.213817	7121	0.062210	738	0.284553	5743	0.349991	0.203506	1683	0.250149	0.274326	1740	0.216092	0.000014	1468	0.175749	0.000022	1507	0.207697	36.803011	5743	0.349991	0.201550	0.219898	
6812	0.300499	7029	0.068289	663	0.349925	5496	0.331514	0.203506	1756	0.263667	0.274326	1729	0.255061	0.000008	1673	0.413030	0.000022	1654	0.273277	36.803011	5496	0.331514	0.229050	0.219902	
6926	0.282558	6854	0.068865	701	0.410842	5519	0.338648	0.203506	1781	0.289725	0.274326	1765	0.266289	0.000012	1706	0.319461	0.000022	1674	0.254480	36.803011	5519	0.338648	0.229300	0.219905	
6831	0.279168	6889	0.063434	725	0.408276	5555	0.335014	0.203506	1700	0.270000	0.274326	1741	0.272832	0.000014	1688	0.311019	0.000022	1702	0.263220	36.803011	5555	0.335014	0.225050	0.219907	
6853	0.289654	6808	0.062867	685	0.327007	5654	0.331270	0.203506	1730	0.305780	0.274326	1728	0.280671	0.000014	1704	0.302817	0.000022	1691	0.269072	36.803011	5654	0.331270	0.225500	0.219909	
6742	0.258825	6927	0.063664	727	0.317744	5604	0.337081	0.203506	1672	0.269139	0.274326	1745	0.236676	0.000014	1660	0.284337	0.000022	1665	0.246246	36.803011	5604	0.337081	0.215300	0.219907	
6995	0.263045	6828	0.063855	686	0.351312	5491	0.358769	0.203506	1737	0.289580	0.274326	1829	0.246036	0.000014	1696	0.262382	0.000022	1733	0.255049	36.803011	5491	0.358769	0.224350	0.219909	
6908	0.286190	6874	0.064155	728	0.403846	5490	0.330237	0.203506	1719	0.302501	0.274326	1774	0.261556	0.000014	1746	0.305269	0.000022	1669	0.275614	36.803011	5490	0.330237	0.226250	0.219911	
6836	0.254827	6943	0.063229	675	0.383704	5546	0.322755	0.203506	1704	0.252934	0.274326	1680	0.250000	0.000014	1729	0.267206	0.000022	1723	0.248984	36.803011	5546	0.322755	0.211500	0.219908	
6766	0.259533	6961	0.056601	653	0.327718	5620	0.343416	0.203506	1705	0.269208	0.274326	1781	0.247052	0.000014	1600	0.261250	0.000022	1680	0.261310	36.803011	5620	0.343416	0.214700	0.219906	
6707	0.257343	7035	0.068941	670	0.371642	5588	0.355225	0.203506	1729	0.251012	0.274326	1788	0.244966	0.000014	1573	0.277813	0.000022	1617	0.257885	36.803011	5588	0.355225	0.222250	0.219907	
6405	0.209992	7037	0.057979	660	0.360606	5898	0.327230	0.203506	1711	0.243133	0.274326	1756	0.236333	0.000014	1474	0.177748	0.000022	1464	0.172131	36.803011	5898	0.327230	0.196050	0.219899	
6828	0.282660	7048	0.065125	675	0.367407	5449	0.307946	0.203506	1733	0.290248	0.274326	1638	0.233822	0.000013	1730	0.280347	0.000018	1727	0.323683	36.803011	5449	0.307946	0.215750	0.219897	
6886	0.284490	6959	0.059922	683	0.308931	5472	0.341557	0.203506	1855	0.291105	0.274326	1743	0.239816	0.000014	1648	0.317961	0.000022	1640	0.290854	36.803011	5472	0.341557	0.222800	0.219898	
6724	0.287775	6933	0.059426	716	0.393855	5627	0.319709	0.203506	1746	0.299542	0.274326	1688	0.274289	0.000014	1656	0.286232	0.000022	1634	0.290698	36.803011	5627	0.319709	0.221400	0.219899	
6888	0.267712	6976	0.070528	690	0.391304	5446	0.338046	0.203506	1810	0.274586	0.274326	1682	0.256243	0.000014	1711	0.265342	0.000022	1685	0.274184	36.803011	5446	0.338046	0.222350	0.219899	
6883	0.274008	6840	0.059211	718	0.356546	5559	0.348084	0.203506	1777	0.265616	0.274326	1689	0.264062	0.000014	1697	0.292870	0.000022	1720	0.273837	36.803011	5559	0.348084	0.224100	0.219901	
6802	0.285210	7052	0.066081	702	0.340456	5444	0.325312	0.203506	1762	0.295119	0.274326	1669	0.260635	0.000014	1732	0.307737	0.000022	1639	0.275778	36.803011	5444	0.325312	0.220800	0.219901	
6920	0.280636	6803	0.062178	765	0.342484	5512	0.319666	0.203506	1788	0.274049	0.274326	1711	0.271186	0.000014	1657	0.274593	0.000022	1764	0.302154	36.803011	5512	0.319666	0.219450	0.219901	
6940	0.272622	6816	0.063674	703	0.369844	5541	0.364736	0.203506	1773	0.291032	0.274326	1743	0.258749	0.000014	1722	0.282230	0.000022	1702	0.257932	36.803011	5541	0.364736	0.230350	0.219905	
6870	0.277584	6863	0.060469	680	0.352941	5587	0.328262	0.203506	1759	0.279136	0.274326	1693	0.269935	0.000014	1708	0.295082	0.000022	1710	0.266082	36.803011	5587	0.328262	0.219800	0.219905	
6834	0.281534	6870	0.058224	704	0.329545	5592	0.332976	0.203506	1714	0.309802	0.274326	1796	0.262806	0.000014	1658	0.278649	0.000022	1666	0.275510	36.803011	5592	0.332976	0.220900	0.219905	
6875	0.267055	7070	0.062235	668	0.360778	5387	0.323000	0.203506	1731	0.269209	0.274326	1750	0.252571	0.000014	1656	0.286232	0.000022	1738	0.261220	36.803011	5387	0.323000	0.212850	0.219903	
6868	0.278247	7072	0.061652	674	0.350148	5386	0.336056	0.203506	1715	0.294461	0.274326	1729	0.266050	0.000014	1708	0.286300	0.000022	1716	0.266317	36.803011	5386	0.336056	0.219650	0.219903	
6766	0.271948	6970	0.062841	703	0.341394	5561	0.329797	0.203506	1696	0.294222	0.274326	1743	0.256454	0.000014	1599	0.280801	0.000022	1728	0.257523	36.803011	5561	0.329797	0.217600	0.219902	
6753	0.280320	6924	0.064991	747	0.381526	5576	0.312769	0.203506	1742	0.302526	0.274326	1662	0.279783	0.000014	1631	0.283875	0.000022	1718	0.254948	36.803011	5576	0.312769	0.218600	0.219901	
6697	0.273257	6970	0.069727	709	0.339915	5624	0.356686	0.203506	1810	0.293370	0.274326	1612	0.235732	0.000014	1679	0.286480	0.000022	1596	0.274436	36.803011	5624	0.356686	0.228150	0.219904	
6924	0.281629	6778	0.060047	654	0.342508	5644	0.347803	0.203506	1734	0.290657	0.274326	1789	0.264952	0.000014	1684	0.280285	0.000022	1717	0.291206	36.803011	5644	0.347803	0.227200	0.219907	
6865	0.276912	6678	0.060797	636	0.360063	5821	0.311459	0.203506	1775	0.296338	0.274326	1724	0.251160	0.000014	1614	0.299257	0.000022	1752	0.261986	36.803011	5821	0.311459	0.217450	0.219906	
6596	0.264403	7085	0.062103	674	0.373887	5645	0.327724	0.203506	1660	0.277108	0.274326	1649	0.261977	0.000014	1684	0.268409	0.000022	1603	0.249532	36.803011	5645	0.327724	0.214300	0.219904	
6977	0.249534	6776	0.062721	659	0.374810	5588	0.339656	0.203506	1768	0.264706	0.274326	1793	0.216955	0.000014	1737	0.251007	0.000022	1679	0.266825	36.803011	5588	0.339656	0.215550	0.219902	
6815	0.272047	6909	0.053988	673	0.325409	5603	0.343744	0.203506	1737	0.272309	0.274326	1749	0.275586	0.000014	1697	0.279906	0.000022	1632	0.259804	36.803011	5603	0.343744	0.218600	0.219902	
6844	0.268995	6956	0.075618	666	0.382883	5534	0.353813	0.203506	1684	0.266627	0.274326	1777	0.262240	0.000014	1749	0.278445	0.000022	1634	0.268666	36.803011	5534	0.353813	0.229000	0.219905	
6872	0.284342	6874	0.058336	699	0.380544	5555	0.331413	0.203506	1749	0.292167	0.274326	1722	0.282811	0.000014	1673	0.291094	0.000022	1728	0.271412	36.803011	5555	0.331413	0.223100	0.219906	
6851	0.302730	6878	0.068479	719	0.344924	5552	0.355007	0.203506	1752	0.300228	0.274326	1762	0.281498	0.000014	1688	0.322867	0.000022	1649	0.307459	36.803011	5552	0.355007	0.238200	0.219913	
6805	0.248935	6945	0.063787	657	0.368341	5593	0.348829	0.203506	1721	0.255665	0.274326	1748	0.253432	0.000014	1731	0.250722	0.000022	1605	0.234891	36.803011	5593	0.348829	0.216500	0.219912	
6912	0.266493	6865	0.059432	715	0.348252	5508	0.350581	0.203506	1722	0.263647	0.274326	1821	0.278968	0.000014	1697	0.263995	0.000022	1672	0.258373	36.803011	5508	0.350581	0.221500	0.219912	
6840	0.275292	6984	0.058992	634	0.350158	5542	0.328221	0.203506	1714	0.279463	0.274326	1782	0.250281	0.000014	1775	0.305352	0.000022	1569	0.265137	36.803011	5542	0.328221	0.216800	0.219911	
6951	0.275644	6920	0.063439	666	0.355856	5463	0.335347	0.203506	1764	0.275510	0.274326	1691	0.257836	0.000014	1755	0.270655	0.000022	1741	0.298105	36.803011	5463	0.335347	0.221200	0.219912	
6821	0.273420	7048	0.067111	677	0.364845	5454	0.333883	0.203506	1756	0.259112	0.274326	1633	0.264544	0.000014	1678	0.296186	0.000022	1754	0.274230	36.803011	5454	0.333883	0.220300	0.219912	
6786	0.283230	6961	0.060767	679	0.346097	5574	0.305705	0.203506	1783	0.288278	0.274326	1702	0.253819	0.000014	1646	0.305589	0.000022	1655	0.285801	36.803011	5574	0.305705	0.214200	0.219910	
6826	0.275418	6915	0.066667	748	0.363636	5511	0.327527	0.203506	1682	0.284780	0.274326	1742	0.258898	0.000014	1687	0.278008	0.000022	1715	0.280466	36.803011	5511	0.327527	0.220900	0.219910	
6741	0.277110	6948	0.063040	709	0.369535	5602	0.327383	0.203506	1705	0.288563	0.274326	1742	0.264638	0.000014	1636	0.299511	0.000022	1658	0.256333	36.803011	5602	0.327383	0.220100	0.219910	
6832	0.270199	6933	0.067647	682	0.366569	5553	0.339276	0.203506	1647	0.268974	0.274326	1748	0.266018	0.000014	1719	0.269924	0.000022	1718	0.275902	36.803011	5553	0.339276	0.222450	0.219911	
6755	0.252702	6995	0.051894	694	0.348703	5556	0.333693	0.203506	1811	0.266703	0.274326	1730	0.226012	0.000014	1599	0.259537	0.000022	1615	0.258824	36.803011	5556	0.333693	0.208300	0.219907	
6936	0.295271	6917	0.057973	715	0.420979	5432	0.321797	0.203506	1716	0.300699	0.274326	1701	0.285126	0.000014	1721	0.299826	0.000022	1798	0.295328	36.803011	5432	0.321797	0.224900	0.219909	
6930	0.282973	6789	0.059066	722	0.346260	5559	0.343407	0.203506	1756	0.287585	0.274326	1745	0.241834	0.000014	1710	0.317544	0.000022	1719	0.285631	36.803011	5559	0.343407	0.226050	0.219911	
6840	0.277778	7017	0.058572	667	0.388306	5476	0.315741	0.203506	1716	0.274476	0.274326	1712	0.258178	0.000014	1808	0.296460	0.000022	1604	0.281172	36.803011	5476	0.315741	0.214950	0.219909	
6968	0.261625	6876	0.057155	688	0.312500	5468	0.348208	0.203506	1777	0.253236	0.274326	1735	0.269164	0.000014	1813	0.271925	0.000022	1643	0.251369	36.803011	5468	0.348208	0.216750	0.219908	
