Options:
Model:                           Independent Contrasts
Tree File Name:                  SelTreeNex.nex
Data File Name:                  BTselPPC.txt
Log File Name:                   BTselPPC.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            3727804844
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   20000
Iterations:                      200000000
Burn in:                         25000000
MCMC ML Start:                   False
Schedule File:                   BTselPPC.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
Using VarRates:                  True
Restrictions:
    Alpha-1                      None
    Alpha-2                      None
    Sigma-1                      None
    Sigma-2                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Alpha-2 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        Sigma-2 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       89
     Sites:                      2
Iteration	Lh	Tree No	Alpha 1	Alpha 2	Sigma^2 1	Sigma^2 2	No RJ Local Branch	No RJ Local Node	
25560000	365.398855	1	0.023331310697	-0.078130270965	0.000010080335	0.000011059945	9	4	
25580000	365.879741	1	-0.018540065101	0.024121337941	0.000004851421	0.000010396340	15	3	
25600000	363.869503	1	-0.002514358456	-0.030841775655	0.000011069902	0.000013197335	11	5	
25620000	358.637939	1	0.004346334697	-0.010759283954	0.000007603611	0.000011042185	8	5	
25640000	364.316057	1	0.005819181367	-0.066847989977	0.000007372651	0.000013339080	7	5	
25660000	348.436540	1	-0.014193885539	-0.033069908182	0.000007767587	0.000016852210	8	2	
25680000	359.525083	1	-0.012554447244	-0.059516372116	0.000006038750	0.000005881868	15	6	
25700000	368.516188	1	-0.041671824083	-0.048941401378	0.000012059733	0.000010582749	11	6	
25720000	361.485465	1	0.008937433443	-0.025211113225	0.000006160497	0.000012079245	10	3	
25740000	360.656237	1	-0.015632461874	-0.018876726292	0.000009998105	0.000016248076	8	3	
25760000	373.507337	1	-0.000700746318	-0.024545293612	0.000006939915	0.000006921078	9	8	
25780000	362.082525	1	-0.006472355440	-0.040326429711	0.000006369095	0.000010141491	12	5	
25800000	356.443181	1	-0.045980430869	-0.056875863359	0.000010363443	0.000012411266	6	4	
25820000	363.606190	1	-0.024514882593	-0.071291917921	0.000009046632	0.000010920124	8	5	
25840000	359.645178	1	-0.018668370908	-0.081719393865	0.000007393698	0.000019379075	9	5	
25860000	363.558579	1	-0.007325267559	-0.002798925509	0.000011178367	0.000014424540	8	3	
25880000	355.408622	1	0.010282894088	0.037070099118	0.000006254558	0.000009972653	8	6	
25900000	356.489963	1	0.037916206499	-0.024977865769	0.000008813795	0.000012644307	9	4	
25920000	346.784075	1	-0.031400086637	-0.053535965319	0.000013634660	0.000014955850	13	2	
25940000	363.138356	1	-0.007615672171	-0.073338580334	0.000006144944	0.000008526575	10	4	
25960000	365.184076	1	-0.005475283134	-0.050407079196	0.000007561970	0.000011547718	10	5	
25980000	365.861754	1	0.001795545721	-0.032429002943	0.000009939563	0.000011244039	11	5	
26000000	358.781828	1	-0.005368174799	-0.010665117302	0.000006393098	0.000012949484	8	5	
26020000	370.942491	1	-0.016161888394	0.017071789157	0.000004625134	0.000006516423	14	5	
26040000	349.621684	1	-0.043970515897	-0.036808475107	0.000007869465	0.000014497103	10	4	
26060000	364.202595	1	-0.017088881827	-0.003001638916	0.000006961483	0.000012738973	15	5	
26080000	358.130001	1	-0.015517247626	-0.060520940736	0.000008252606	0.000014326858	6	6	
26100000	364.467070	1	0.002332266089	-0.069005125830	0.000006150610	0.000011290589	8	5	
26120000	362.975198	1	-0.026248935108	-0.002623837760	0.000004326296	0.000006570417	13	4	
26140000	363.694750	1	-0.020172412373	-0.034701004427	0.000007532817	0.000016704842	11	4	
26160000	349.608250	1	0.018477126977	-0.036637551272	0.000006890317	0.000008926424	8	4	
26180000	359.050058	1	-0.000857519369	-0.072357907528	0.000007556415	0.000010733465	10	3	
26200000	360.427713	1	0.014468012018	-0.077521294602	0.000007828736	0.000011462499	8	3	
26220000	361.908502	1	-0.037645317190	-0.043676221071	0.000007774626	0.000014378005	8	5	
26240000	357.433319	1	0.004180263887	-0.072469560932	0.000008484080	0.000013894634	10	3	
26260000	358.609483	1	-0.027161743886	-0.039834371108	0.000005981829	0.000009096563	8	4	
26280000	364.691643	1	-0.030823568659	-0.024881843458	0.000008579823	0.000008632739	12	3	
26300000	350.034136	1	-0.039389170834	-0.044020136392	0.000010534936	0.000016103790	10	4	
26320000	355.438992	1	-0.002516570681	-0.051465927262	0.000007657061	0.000008956768	11	3	
26340000	359.157261	1	-0.033082716613	-0.051706323731	0.000009347369	0.000011350314	10	3	
26360000	369.635451	1	-0.030931689383	-0.042790687489	0.000007739641	0.000014787426	5	6	
26380000	362.471408	1	-0.013529065070	-0.021079203151	0.000010755455	0.000012518581	11	3	
26400000	367.232902	1	-0.008826816582	-0.081623951379	0.000007152359	0.000010666375	10	6	
26420000	370.061714	1	-0.004400079736	-0.039958633138	0.000005032283	0.000007507050	10	5	
26440000	350.891596	1	0.017629700449	-0.046838174707	0.000009169426	0.000011575530	7	4	
26460000	361.401054	1	-0.033700210243	-0.060337115422	0.000008717278	0.000012619259	10	3	
26480000	364.957746	1	-0.024189595419	-0.047588669276	0.000005713847	0.000010198751	10	5	
26500000	356.121792	1	-0.005163864203	-0.035140634199	0.000008133005	0.000010577019	10	5	
26520000	361.805894	1	-0.020314398433	-0.043790123072	0.000011146913	0.000010058407	12	8	
26540000	359.643476	1	-0.018605237460	-0.035894833574	0.000005494447	0.000008837405	11	6	
26560000	362.945097	1	-0.009723839512	-0.007911029479	0.000008362698	0.000011045613	10	4	
26580000	348.390983	1	-0.016048330991	0.009928757338	0.000010282526	0.000014603798	6	3	
26600000	365.045822	1	-0.026402877674	-0.005938409455	0.000008052477	0.000010245706	12	7	
26620000	370.881241	1	0.007383042969	0.002473943463	0.000005980525	0.000012030526	12	7	
26640000	367.116128	1	-0.012102343067	0.003191015585	0.000007152899	0.000012260773	11	5	
26660000	364.952698	1	0.006125703620	-0.053298653589	0.000007019301	0.000011942503	6	7	
26680000	354.692551	1	-0.014977278947	-0.012476063433	0.000008842247	0.000009637934	7	2	
26700000	355.821605	1	0.018062531174	-0.055816855423	0.000008952126	0.000011561989	6	3	
26720000	350.855188	1	-0.020361734076	-0.076873932524	0.000006263438	0.000011567180	8	4	
26740000	358.848502	1	0.005132418917	-0.032919913327	0.000009224349	0.000017150478	9	6	
26760000	355.642771	1	0.026224217259	-0.084285341277	0.000008510336	0.000013436535	9	2	
26780000	369.161435	1	-0.012145908443	-0.059162883791	0.000008410315	0.000015557920	5	5	
26800000	353.075967	1	0.011649246335	-0.001466783551	0.000014074651	0.000026061037	10	5	
26820000	352.577824	1	0.006010530350	-0.039636583474	0.000007053731	0.000015255622	13	2	
26840000	367.061802	1	-0.011199177211	-0.004273820758	0.000006614436	0.000007170790	9	4	
26860000	361.886728	1	-0.041880610488	-0.078636518696	0.000005857580	0.000009674990	9	4	
26880000	357.954067	1	0.012069093436	-0.031813648558	0.000007496842	0.000010253895	11	3	
26900000	363.479087	1	0.013317857199	0.008037637024	0.000005468381	0.000011549422	10	3	
26920000	362.997621	1	-0.012409123526	-0.078388232174	0.000009589738	0.000013161180	11	2	
26940000	348.603284	1	0.029291574784	-0.032677891327	0.000013230918	0.000014243241	10	4	
26960000	368.110169	1	-0.018925671977	-0.011408818686	0.000007291375	0.000011927120	7	8	
26980000	347.326366	1	0.023350212737	-0.021309384453	0.000011638699	0.000016761173	7	6	
27000000	359.508359	1	0.020182755509	-0.101612312772	0.000009429776	0.000014914503	8	3	
27020000	362.815780	1	-0.001368750479	-0.045069033654	0.000006957470	0.000010849682	9	8	
27040000	363.801710	1	-0.005177975379	-0.026655350195	0.000009549882	0.000015527714	5	7	
27060000	352.843367	1	-0.004463806444	-0.062306083144	0.000009789379	0.000012281571	9	6	
27080000	360.233089	1	0.040361543443	-0.049361740729	0.000007496001	0.000013960525	7	5	
27100000	355.923418	1	-0.035010871640	0.017141824244	0.000010188009	0.000012469867	13	5	
27120000	371.294381	1	-0.009999880229	-0.080972797759	0.000005644839	0.000009699975	11	5	
27140000	366.877065	1	-0.019801898358	-0.006995243714	0.000006787962	0.000012452599	9	5	
27160000	369.983696	1	0.007568109461	-0.047831167823	0.000006226865	0.000010376402	12	6	
27180000	365.689547	1	-0.010589731070	-0.060753227435	0.000011907580	0.000014159444	10	3	
27200000	362.784664	1	-0.025462095292	-0.044519958837	0.000006325866	0.000012745058	10	5	
27220000	365.361322	1	-0.011926164172	-0.029478622144	0.000006456489	0.000010345008	16	2	
27240000	346.866633	1	0.002200595124	-0.016939603838	0.000008953901	0.000015952899	7	1	
27260000	361.445230	1	-0.008525623018	-0.042890217690	0.000010537756	0.000013947369	10	3	
27280000	366.576392	1	-0.021958108570	-0.042480613421	0.000009568423	0.000020952630	9	4	
27300000	358.981193	1	-0.010174740919	-0.045809226828	0.000011738459	0.000019717838	6	6	
27320000	353.894428	1	0.004454921835	-0.052379067723	0.000008599338	0.000011687721	10	1	
27340000	351.755882	1	-0.003850844112	-0.053948291218	0.000009000144	0.000013244218	6	2	
27360000	354.553264	1	0.005707904451	-0.019051095998	0.000009443371	0.000013992638	5	4	
27380000	354.427407	1	-0.037898265438	-0.048991680932	0.000013313581	0.000013781136	15	1	
27400000	353.979768	1	0.013593370308	-0.084879616390	0.000005638700	0.000014037935	8	5	
27420000	385.107147	1	-0.035323815189	-0.020283732027	0.000002718431	0.000004992946	16	6	
27440000	364.881789	1	-0.004917760510	-0.013508909136	0.000006942673	0.000009764505	7	3	
27460000	361.574334	1	-0.015900223200	-0.036978051189	0.000010000808	0.000014296917	12	3	
27480000	369.847164	1	-0.033215850837	-0.033241602564	0.000009936316	0.000011137399	5	6	
27500000	358.193561	1	-0.005924287967	-0.088064575280	0.000009757161	0.000015754532	10	4	
27520000	361.600202	1	-0.030765337487	-0.036537920792	0.000005666780	0.000014759486	9	5	
27540000	367.804077	1	0.021557228561	-0.049705892950	0.000008392486	0.000010327987	10	6	
27560000	366.113574	1	0.015541794765	-0.044092700600	0.000005563570	0.000008698466	13	5	
27580000	359.888153	1	-0.013489972731	-0.042810954761	0.000009101610	0.000008400392	16	3	
27600000	358.934128	1	0.002267541502	-0.038547274813	0.000008249563	0.000010046341	9	5	
27620000	364.964570	1	-0.032266826835	-0.043383424001	0.000007382589	0.000008271866	15	2	
27640000	360.439067	1	-0.016324481546	-0.066449780520	0.000008792784	0.000013066880	10	6	
27660000	342.230025	1	0.044166603078	-0.029504537194	0.000008007840	0.000016832576	7	1	
27680000	366.560870	1	-0.008211993872	-0.045163081504	0.000005825403	0.000009292398	8	5	
27700000	359.056075	1	-0.019831927829	-0.010056764581	0.000007536193	0.000010631736	10	3	
27720000	351.832468	1	-0.005529878821	-0.028230017143	0.000015850551	0.000024454684	10	4	
27740000	361.806065	1	-0.036479732772	0.013140965810	0.000009441412	0.000020660592	10	10	
27760000	371.937342	1	0.005965244922	-0.019004708521	0.000023190693	0.000027117435	9	8	
27780000	365.648953	1	-0.004109365614	-0.061479048107	0.000025222662	0.000037381985	8	8	
27800000	372.623715	1	0.011986217405	-0.035442204857	0.000015997617	0.000029867062	10	5	
27820000	367.675878	1	0.066890028095	-0.052402366658	0.000024002944	0.000043322755	5	8	
27840000	366.175187	1	-0.043889281277	-0.047094352111	0.000007405096	0.000015400562	8	5	
27860000	362.250371	1	-0.011391080649	-0.041476957525	0.000007297312	0.000013591849	12	4	
27880000	362.034218	1	-0.002081577731	-0.144398442271	0.000007755465	0.000009973655	11	3	
27900000	355.110121	1	0.011799039667	-0.040449673756	0.000006444212	0.000011194633	10	2	
27920000	354.527164	1	0.030058811202	-0.026831418628	0.000008276194	0.000009535154	14	4	
27940000	362.304812	1	-0.005465016843	-0.023717865062	0.000008133792	0.000013173401	8	8	
27960000	357.549790	1	-0.016460218157	-0.067084170158	0.000006042987	0.000010128885	5	6	
27980000	356.735889	1	0.006527017213	-0.004648592743	0.000008021928	0.000012510192	6	4	
28000000	372.500264	1	-0.007396468225	-0.063994552582	0.000005161829	0.000009081672	10	4	
28020000	354.835577	1	-0.003655207635	-0.033643002852	0.000007929170	0.000012908591	7	4	
28040000	363.861818	1	-0.023846397890	-0.012959191772	0.000004766982	0.000008987378	7	5	
28060000	358.197746	1	-0.028247379716	-0.064499923357	0.000008142236	0.000016821597	11	4	
28080000	353.654980	1	0.005255879567	-0.056240841457	0.000010076229	0.000015851865	6	5	
28100000	346.891228	1	-0.046376591535	-0.008273317131	0.000011533279	0.000014194661	5	3	
28120000	361.799364	1	-0.020701857371	-0.027070512310	0.000005585113	0.000012218031	15	4	
28140000	365.140143	1	-0.010553392640	-0.064083863335	0.000006760372	0.000009365594	9	3	
28160000	361.414625	1	-0.010060897158	0.013988717073	0.000009231155	0.000014365851	6	3	
28180000	364.393200	1	-0.046593433853	-0.047947519809	0.000006278516	0.000007770894	7	4	
28200000	371.805270	1	-0.008449738391	-0.036432497739	0.000007229824	0.000007572843	11	7	
28220000	366.446096	1	-0.005185793521	-0.045461743323	0.000008345984	0.000011254040	10	3	
28240000	366.265673	1	-0.036581134430	-0.009907488984	0.000005779453	0.000010615884	12	5	
28260000	351.060430	1	-0.005034553941	-0.002598312326	0.000009971835	0.000015844369	6	3	
28280000	358.698344	1	0.016521548291	-0.092896753127	0.000008328575	0.000014080781	11	4	
28300000	360.101413	1	-0.002756579816	-0.052640157615	0.000006238454	0.000014302364	12	3	
28320000	359.910007	1	0.000870038807	-0.077934846579	0.000008440636	0.000009892508	5	3	
28340000	359.240227	1	0.034019354107	-0.074977581258	0.000008283435	0.000011218688	12	3	
28360000	364.936774	1	-0.015857995540	-0.062933807659	0.000008985725	0.000013289537	8	7	
28380000	364.020335	1	0.013943018971	-0.042252545054	0.000009240996	0.000009977424	9	7	
28400000	352.563269	1	-0.006506214851	-0.093943338175	0.000009733096	0.000010437426	8	1	
28420000	361.564471	1	-0.005742883971	-0.012182281719	0.000009589319	0.000012429130	7	6	
28440000	352.126888	1	-0.010387042428	-0.066457583643	0.000007292992	0.000019048964	6	3	
28460000	362.577209	1	0.026218454332	-0.082173348555	0.000008990995	0.000010738625	15	3	
28480000	359.894470	1	-0.003078999602	-0.037812274331	0.000010766462	0.000017833191	8	5	
28500000	354.863790	1	0.004100937254	-0.049621555554	0.000007327680	0.000009829730	9	6	
28520000	364.026485	1	-0.053286277285	-0.007016427096	0.000007516147	0.000012569231	13	7	
28540000	351.100418	1	-0.005037983610	-0.041819593946	0.000007092171	0.000012691919	7	4	
28560000	364.237745	1	-0.000377395501	-0.095143567889	0.000009282738	0.000013321479	12	8	
28580000	358.304358	1	-0.009469816536	-0.110304896671	0.000007764577	0.000011539373	12	4	
28600000	347.404851	1	-0.051714589009	-0.009801848895	0.000009416226	0.000014105249	4	3	
28620000	350.239200	1	0.012219788234	-0.062667855034	0.000007468684	0.000013523690	5	3	
28640000	363.466400	1	0.008594665315	-0.033261682437	0.000006124564	0.000010465249	8	4	
28660000	357.943299	1	0.022702226376	0.002483632904	0.000009022748	0.000011897937	7	3	
28680000	355.486739	1	0.002308581447	-0.045880135295	0.000006503081	0.000013056280	9	6	
28700000	360.951561	1	-0.014076260805	-0.033232745943	0.000009491797	0.000012340015	14	2	
28720000	360.507992	1	-0.002670677377	-0.014290658289	0.000007941825	0.000009114878	10	4	
28740000	362.200995	1	0.004336227537	-0.053604889360	0.000009463185	0.000013146510	6	5	
28760000	354.314723	1	0.008848280030	-0.083521407368	0.000009019785	0.000016229189	7	2	
28780000	357.898662	1	-0.025170902638	-0.092836795182	0.000009948365	0.000011002596	9	4	
28800000	360.980384	1	-0.004184632524	-0.028778969262	0.000009189074	0.000011820154	10	2	
28820000	356.426775	1	0.002348868241	-0.076909758714	0.000009944145	0.000009500423	11	1	
28840000	357.650520	1	0.020623274267	-0.059960887933	0.000006331593	0.000014201361	9	4	
28860000	375.991554	1	0.001928309401	-0.085860576682	0.000007070202	0.000011464224	12	4	
28880000	370.370394	1	0.042179421717	0.006144431623	0.000006716060	0.000010959299	12	2	
28900000	356.262893	1	-0.037152175459	-0.023076005199	0.000007181596	0.000011217646	9	3	
28920000	361.596823	1	-0.019611519048	-0.019544477445	0.000008299557	0.000012976268	9	5	
28940000	358.915081	1	-0.034685352565	-0.049502737168	0.000007700709	0.000012689074	11	3	
28960000	360.044251	1	-0.010224623298	-0.050509221040	0.000006669146	0.000013933005	6	4	
28980000	368.478668	1	-0.001109888271	-0.035359806090	0.000006085133	0.000008887191	9	2	
29000000	354.727796	1	0.000021083313	-0.059259301595	0.000006431149	0.000014754061	8	4	
29020000	355.387844	1	-0.040584866081	-0.036508139981	0.000012795464	0.000013589595	6	4	
29040000	370.903724	1	-0.009270996150	-0.052972457002	0.000008198806	0.000013539713	14	8	
29060000	359.805053	1	0.003326423345	-0.029633682523	0.000007247879	0.000010995151	16	4	
29080000	371.272508	1	-0.005007453706	-0.061436116591	0.000006215631	0.000009900769	10	6	
29100000	371.636285	1	-0.031541744871	-0.053478806544	0.000006163683	0.000007428800	9	5	
29120000	360.117493	1	-0.001894609231	-0.029568495031	0.000010880808	0.000014249790	12	7	
29140000	359.594584	1	0.024533935663	-0.043663792243	0.000006102169	0.000010016248	9	5	
29160000	354.160908	1	-0.005936894635	-0.058219125546	0.000008520498	0.000012104149	8	8	
29180000	370.058326	1	0.027290288006	-0.073817556767	0.000005067553	0.000008459921	11	6	
29200000	359.613218	1	-0.019020605056	-0.054915698095	0.000007367970	0.000012107580	8	6	
29220000	381.489165	1	-0.022166756442	-0.066316060711	0.000003407938	0.000004546772	15	6	
29240000	365.038943	1	-0.024254869028	-0.068499741004	0.000007694279	0.000013030801	10	5	
29260000	361.492206	1	0.019300125495	0.020336368081	0.000010967718	0.000012804839	7	4	
29280000	355.593056	1	-0.007532968912	0.013581339430	0.000007610580	0.000014550652	9	5	
29300000	363.777561	1	-0.055895607597	-0.038095927742	0.000006779306	0.000010028185	15	5	
29320000	359.635328	1	-0.017630122841	-0.023897336188	0.000005268023	0.000010811454	13	4	
29340000	359.844097	1	0.021585916022	-0.062929968213	0.000011878664	0.000011906622	12	2	
29360000	362.322667	1	-0.024424164073	-0.017575446426	0.000006678662	0.000010354720	8	4	
29380000	368.531779	1	-0.000124338340	0.014307965777	0.000004513915	0.000007553731	13	4	
29400000	362.807927	1	0.014250768993	-0.019747622112	0.000008169031	0.000010429899	12	6	
29420000	358.230549	1	-0.003749847563	-0.075389587544	0.000007614208	0.000016157854	9	4	
29440000	354.972616	1	0.000267114180	-0.065655755320	0.000006543972	0.000010616977	9	2	
29460000	369.504980	1	-0.016783811202	-0.033759183151	0.000007261808	0.000007878074	10	4	
29480000	351.558568	1	-0.017273751253	-0.010033914982	0.000011951334	0.000011433307	10	3	
29500000	371.998498	1	-0.019841294338	-0.026981495557	0.000004788545	0.000008733778	9	5	
29520000	368.949673	1	0.001603663206	-0.050462486357	0.000008005911	0.000009747620	12	4	
29540000	354.112219	1	0.020425126978	-0.039953686670	0.000009838034	0.000014155940	13	4	
29560000	355.506468	1	-0.037720680187	-0.045280196947	0.000010570655	0.000014704891	10	2	
29580000	363.972331	1	-0.001627918229	-0.039078645969	0.000006261443	0.000009851964	13	6	
29600000	350.033291	1	0.069265662632	0.013195248896	0.000008275599	0.000016027749	5	3	
29620000	362.867772	1	-0.009098724588	-0.011686140255	0.000007107399	0.000011307921	9	4	
29640000	351.156641	1	0.016001760671	-0.030315080854	0.000009663226	0.000012191821	5	3	
29660000	360.662074	1	0.010303055147	-0.057006921897	0.000005293715	0.000009808654	9	3	
29680000	360.758295	1	0.003560171674	-0.029023042242	0.000006196807	0.000009246701	9	7	
29700000	380.848156	1	0.027264270976	-0.084657319839	0.000006292847	0.000010981345	18	6	
29720000	355.206746	1	-0.019236390256	0.011466341999	0.000008942289	0.000010870840	8	4	
29740000	364.489994	1	-0.004025497411	-0.064299362485	0.000007766545	0.000014155706	8	6	
29760000	374.602491	1	-0.023186365567	-0.043226547179	0.000004822438	0.000007285400	16	5	
29780000	367.213753	1	0.021885550621	-0.048981941926	0.000010921871	0.000014662491	11	5	
29800000	359.697170	1	-0.028681613211	-0.055634909977	0.000008038107	0.000012045005	8	2	
29820000	358.704097	1	-0.058461174326	-0.011232387909	0.000007495712	0.000010681865	12	3	
29840000	363.934571	1	0.006237979665	-0.005663070969	0.000004275497	0.000009107861	15	5	
29860000	369.984819	1	-0.004503405630	-0.044618266409	0.000007360847	0.000010563872	13	7	
29880000	363.466456	1	-0.031013673132	0.007573359031	0.000008395484	0.000007277400	10	4	
29900000	358.135616	1	-0.015031875939	-0.039236213754	0.000006626541	0.000012963228	12	3	
29920000	356.745140	1	0.009645437278	0.035175875477	0.000005794224	0.000008493647	10	4	
29940000	363.291952	1	-0.000325023615	-0.003071096924	0.000006080529	0.000009096933	12	4	
29960000	352.394528	1	-0.006710692567	-0.018629700339	0.000008701493	0.000016175102	10	2	
29980000	357.956371	1	0.018302196016	-0.061806555530	0.000007835601	0.000011740911	11	2	
30000000	369.882751	1	-0.012326164941	0.000646331905	0.000009562644	0.000013104766	9	5	
30020000	362.455393	1	-0.018764996648	-0.021331269208	0.000005763487	0.000011362715	7	6	
30040000	360.938640	1	-0.017648615371	-0.045582523779	0.000008889295	0.000009572133	15	2	
30060000	362.629363	1	-0.024088444196	0.008156514364	0.000006239288	0.000009718999	11	2	
30080000	357.501763	1	-0.013684113178	-0.071213378018	0.000009626930	0.000018275803	13	4	
30100000	360.497568	1	0.016493306263	-0.065567953212	0.000008327722	0.000011478962	8	3	
30120000	364.096129	1	-0.013591683628	-0.025094093078	0.000007431725	0.000012653596	9	3	
30140000	357.057428	1	0.015566936308	-0.041842726624	0.000006542604	0.000010993349	14	3	
30160000	358.299202	1	0.019375090340	-0.080220898207	0.000009612248	0.000013153576	7	5	
30180000	361.881057	1	0.011339159847	-0.051035165479	0.000010610443	0.000013579061	8	6	
30200000	362.958720	1	-0.022278089935	0.000210732619	0.000008403645	0.000014409485	10	4	
30220000	362.222402	1	0.007763005504	-0.002383605120	0.000010288130	0.000014689192	15	6	
30240000	350.310306	1	0.021747844719	-0.031608935269	0.000008214535	0.000018559229	6	2	
30260000	351.731787	1	-0.022356355536	-0.053904896698	0.000008576797	0.000012732329	9	1	
30280000	365.825939	1	-0.008652837467	-0.058221060790	0.000007897051	0.000015686794	12	4	
30300000	343.663939	1	0.011385011308	-0.043383523896	0.000012573192	0.000019218583	5	1	
30320000	364.906942	1	0.000699436427	-0.017050718102	0.000005531965	0.000008037326	10	6	
30340000	352.506298	1	-0.014104282778	-0.069149665927	0.000008099135	0.000015481015	10	3	
30360000	363.792232	1	-0.025771856019	-0.059504783134	0.000008932403	0.000011206123	14	6	
30380000	365.628508	1	0.001108358380	-0.033548741798	0.000005098115	0.000006141842	12	3	
30400000	362.267170	1	-0.006078108251	-0.032681763284	0.000007663460	0.000011836739	13	3	
30420000	359.971597	1	0.007592314646	-0.040199502065	0.000012256084	0.000018079145	5	3	
30440000	350.206284	1	0.033940268343	0.026485394420	0.000007356657	0.000009700028	7	4	
30460000	357.010457	1	-0.021228450144	-0.025448972589	0.000006113540	0.000012221544	9	2	
30480000	363.434773	1	-0.005755391183	-0.048022732834	0.000011734686	0.000013231404	10	6	
30500000	364.546314	1	-0.012535739443	-0.068259390968	0.000010904500	0.000016395935	9	7	
30520000	365.116702	1	-0.006878027778	-0.081246856578	0.000007415131	0.000009367403	12	3	
30540000	359.625176	1	0.001227145340	-0.022650211601	0.000008522863	0.000015748878	10	3	
